"C14ID","SiteID","C14Age","C14Error","LabCode","deltaC13","deltaC13Error","Material","calCurve","Region"
956,120,4390,40,"Beta-167425",-27,NA,"Pottery Food Residue","intcal13",1
957,120,4690,40,"Beta-158200",-26.4,NA,"Pottery Food Residue","intcal13",1
958,120,4400,40,"Beta-165959",-26.6,NA,"Pottery Food Residue","intcal13",1
961,120,4270,40,"Beta-158205",-26.4,NA,"Pottery Food Residue","intcal13",1
962,120,4380,50,"Beta-167424",-26.2,NA,"Pottery Food Residue","intcal13",1
964,122,3890,30,"IAAA-11635",-29.28,0.7,"Pottery Food Residue","intcal13",1
965,123,3900,40,"Beta-165960",-26.6,NA,"Pottery Food Residue","intcal13",1
966,124,3270,45,"MTC-08511",-29.6,1.8,"Lacquer","intcal13",1
967,124,3275,45,"MTC-08512",-29.6,2.2,"Lacquer","intcal13",1
968,124,3210,40,"MTC-08513",-29.7,1.4,"Lacquer","intcal13",1
969,125,3600,40,"IAAA-41127",-26.82,0.66,"Pottery Food Residue","intcal13",1
971,125,3680,40,"IAAA-31107",-27.41,0.76,"Pottery Food Residue","intcal13",1
972,125,3650,40,"IAAA-31106",-26.38,0.8,"Pottery Food Residue","intcal13",1
974,126,3760,35,"MTC-04881",-31.5,NA,"Charred Remain","intcal13",1
975,126,3830,35,"MTC-04317",-28.1,NA,"Charred Remain","intcal13",1
976,126,3820,35,"MTC-04886",-26.5,NA,"Charred Remain","intcal13",1
977,126,3845,35,"MTC-04318",-29,NA,"Charred Remain","intcal13",1
979,126,3810,70,"MTC-04587",-29.4,NA,"Charred Remain","intcal13",1
981,126,3795,35,"MTC-04319",-27.1,NA,"Charred Remain","intcal13",1
982,126,3725,35,"MTC-04326",-29.3,NA,"Charred Remain","intcal13",1
985,126,3765,35,"MTC-04320",-31.5,NA,"Charred Remain","intcal13",1
986,126,3720,40,"MTC-04321",-28.6,NA,"Charred Remain","intcal13",1
987,126,3970,35,"MTC-04322",-29,NA,"Charred Remain","intcal13",1
988,126,3740,35,"MTC-04323",-28.4,NA,"Charred Remain","intcal13",1
990,126,3765,35,"MTC-04324",-28.8,NA,"Charred Remain","intcal13",1
991,126,3815,35,"MTC-04325",-30.8,NA,"Charred Remain","intcal13",1
992,126,3860,40,"MTC-04884",-27.2,NA,"Charred Remain","intcal13",1
993,126,3695,35,"MTC-04885",-26.9,NA,"Charred Remain","intcal13",1
995,100,4415,40,"MTC-04583",-26.6,NA,"Charred Remain","intcal13",1
1003,103,4060,40,"Beta-171776",-26.2,NA,"Pottery Food Residue","intcal13",1
1005,128,3815,35,"MTC-04580",-28.7,NA,"Pottery Food Residue","intcal13",1
1008,128,3695,25,"PLD-4914",-26.81,0.14,"Pottery Food Residue","intcal13",1
1009,128,3775,25,"PLD-4915",-26.97,0.14,"Pottery Food Residue","intcal13",1
1010,128,3825,25,"PLD-4916",-27.5,0.18,"Wood","intcal13",1
1011,128,3970,25,"PLD-4917",-26.37,0.15,"Wood","intcal13",1
1012,128,3790,25,"PLD-4918",-26.91,0.18,"Wood","intcal13",1
1013,128,3840,25,"PLD-4919",-26.9,0.11,"Wood","intcal13",1
1014,128,3865,25,"PLD-4920",-27.13,0.16,"Wood","intcal13",1
1015,128,3870,25,"PLD-4921",-26.63,0.16,"Wood","intcal13",1
1016,128,3860,20,"PLD-4922",-27.16,0.15,"Wood","intcal13",1
1018,128,3865,25,"PLD-4924",-26.7,0.18,"Wood","intcal13",1
1019,128,3885,25,"PLD-4925",-26.78,0.12,"Wood","intcal13",1
1020,128,3940,30,"PLD-4926",-27.38,0.17,"Wood","intcal13",1
1021,128,3835,25,"PLD-4928",-26.99,0.28,"Wood","intcal13",1
1022,128,3910,25,"PLD-4927",-26.69,0.13,"Wood","intcal13",1
1023,128,3885,25,"PLD-4929",-27.29,0.15,"Wood","intcal13",1
1024,129,3500,35,"MTC-03307",-31.4,NA,"Lacquer","intcal13",1
1025,129,3475,30,"MTC-03598",-26.1,NA,"Pottery Food Residue","intcal13",1
1029,129,3440,35,"MTC-03309",-28.2,NA,"Lacquer","intcal13",1
1032,129,3530,30,"MTC-03599",-26.8,NA,"Pottery Food Residue","intcal13",1
1034,129,3535,35,"MTC-03600",-32.1,NA,"Pottery Food Residue","intcal13",1
1036,129,3470,40,"Beta-189949",-27.3,NA,"Pottery Food Residue","intcal13",1
1040,129,3645,30,"MTC-03515",-26.4,NA,"Pottery Food Residue","intcal13",1
1041,129,3570,30,"MTC-03516",-33,NA,"Pottery Food Residue","intcal13",1
1043,129,3500,60,"MTC-03313",-27.4,NA,"Pottery Food Residue","intcal13",1
1045,129,3435,35,"MTC-03602",-27.2,NA,"Pottery Food Residue","intcal13",1
1046,129,3420,35,"MTC-03603",-28.5,NA,"Pottery Food Residue","intcal13",1
1048,129,3380,35,"MTC-03315",-27.9,NA,"Pottery Food Residue","intcal13",1
1049,129,3270,60,"MTC-03316",-30.2,NA,"Lacquer","intcal13",1
1051,129,3430,35,"MTC-03317",-28.1,NA,"Pottery Food Residue","intcal13",1
1052,129,3345,45,"MTC-05082",-28.3,NA,"Pottery Food Residue","intcal13",1
1054,129,3290,35,"MTC-03517",-29.2,NA,"Pottery Food Residue","intcal13",1
1057,129,3235,35,"MTC-03518",-26.2,NA,"Pottery Food Residue","intcal13",1
1059,129,3335,35,"MTC-03319",-27.7,NA,"Pottery Food Residue","intcal13",1
1061,129,3350,40,"MTC-03321",-31.7,NA,"Pottery Food Residue","intcal13",1
1062,129,3340,35,"MTC-03322",-27.7,NA,"Pottery Food Residue","intcal13",1
1063,129,3365,35,"MTC-03323",-27.1,NA,"Pottery Food Residue","intcal13",1
1065,129,3370,35,"MTC-03604",-27.3,NA,"Pottery Food Residue","intcal13",1
1066,129,3270,45,"MTC-05083",-29.5,NA,"Pottery Food Residue","intcal13",1
1067,129,3295,40,"MTC-03519",-30.4,NA,"Pottery Food Residue","intcal13",1
1068,129,3340,50,"MTC-03605",-26.5,NA,"Pottery Food Residue","intcal13",1
1069,129,3370,30,"MTC-03606",-26.2,NA,"Pottery Food Residue","intcal13",1
1070,129,3230,35,"MTC-03325",-29.5,NA,"Pottery Food Residue","intcal13",1
1071,129,3255,30,"MTC-03607",-26.1,NA,"Pottery Food Residue","intcal13",1
1073,129,3400,50,"IAAA-32083",-28.8,1.03,"Lacquer","intcal13",1
1074,129,3500,30,"IAAA-11637",-29.64,0.72,"Lacquer","intcal13",1
1075,129,3460,30,"IAAA-11638",-31.36,0.68,"Others","intcal13",1
1077,131,3275,35,"MTC-04305",-26.8,NA,"Pottery Food Residue","intcal13",1
1078,131,3180,35,"MTC-04306",-26.2,NA,"Pottery Food Residue","intcal13",1
1079,132,2995,25,"PLD-5974",-30.2,0.15,"Charred Remain","intcal13",1
1080,132,2995,25,"PLD-5975",-30.16,0.16,"Charred Remain","intcal13",1
1081,132,3060,20,"PLD-6015",-27.7,0.14,"Charred Remain","intcal13",1
1082,132,3100,20,"PLD-6016",-28.39,0.12,"Charred Remain","intcal13",1
1086,132,2995,20,"PLD-6020",-28.48,0.13,"Charred Remain","intcal13",1
1089,133,3760,40,"IAAA-30041",-26.01,1.18,"Pottery Food Residue","intcal13",1
1090,133,3110,40,"IAAA-40504",-27.12,0.79,"Pottery Food Residue","intcal13",1
1091,133,3690,40,"IAAA-40505",-26.83,0.86,"Pottery Food Residue","intcal13",1
1092,133,3050,30,"IAAA-41151",-28.49,0.65,"Charred Remain","intcal13",1
1093,133,3660,40,"IAAA-41152",-29.43,0.67,"Charred Remain","intcal13",1
1094,133,2970,30,"IAAA-41153",-28.86,0.62,"Charred Remain","intcal13",1
1095,133,2960,30,"IAAA-41155",-26.4,0.66,"Charred Remain","intcal13",1
1097,133,3180,30,"IAAA-41157",-31.22,0.58,"Charred Remain","intcal13",1
1099,133,3220,30,"IAAA-41128",-29.63,0.58,"Charred Remain","intcal13",1
1100,133,3220,30,"IAAA-41129",-26.06,0.58,"Charred Remain","intcal13",1
1101,133,3240,40,"IAAA-41134",-29.45,0.7,"Charred Remain","intcal13",1
1102,133,3610,40,"IAAA-41135",-26.75,0.59,"Charred Remain","intcal13",1
1103,133,3870,40,"IAAA-41136",-28.62,0.53,"Charred Remain","intcal13",1
1104,133,3890,40,"IAAA-41137",-29.38,0.76,"Charred Remain","intcal13",1
1106,133,3770,40,"IAAA-41131",-29.23,0.69,"Charred Remain","intcal13",1
1108,133,3760,40,"IAAA-41143",-26.31,0.57,"Charred Remain","intcal13",1
1114,133,2900,40,"IAAA-41133",-29.85,0.77,"Charred Remain","intcal13",1
1115,133,2900,40,"IAAA-41148",-28.13,0.59,"Charred Remain","intcal13",1
1116,133,2930,30,"IAAA-41149",-27.66,0.55,"Charred Remain","intcal13",1
1117,133,2870,30,"IAAA-41145",-29.18,0.6,"Charred Remain","intcal13",1
1118,133,2920,40,"IAAA-41146",-30.54,0.8,"Charred Remain","intcal13",1
1119,133,3040,30,"IAAA-41147",-26.82,0.58,"Charred Remain","intcal13",1
1122,133,3240,40,"IAAA-41948",-29.79,0.73,"Charred Remain","intcal13",1
1123,133,3250,40,"IAAA-41949",-27.83,0.83,"Charred Remain","intcal13",1
1129,134,3680,40,"IAAA-31098",-28.44,0.65,"Pottery Food Residue","intcal13",1
1130,134,3730,40,"IAAA-31099",-27.34,0.8,"Lacquer","intcal13",1
1131,134,3750,40,"Beta-173514",-26.9,NA,"Lacquer","intcal13",1
1133,134,3740,40,"IAAA-30025",-30.7,0.9,"Lacquer","intcal13",1
1136,135,3140,35,"MTC-04602",-32.4,NA,"Pottery Food Residue","intcal13",1
1137,135,3260,35,"MTC-04603",-26.6,NA,"Pottery Food Residue","intcal13",1
1138,135,3710,35,"MTC-04599",-29.2,NA,"Lacquer","intcal13",1
1139,135,3230,35,"MTC-04600",-29.9,NA,"Lacquer","intcal13",1
1140,135,3485,45,"MTC-05843",-27.9,NA,"Seed/Nut","intcal13",1
1141,135,3480,45,"MTC-05844",-27.7,NA,"Seed/Nut","intcal13",1
1148,135,3470,40,"MTC-06219",-26.2,NA,"Pottery Food Residue","intcal13",1
1149,135,3525,35,"MTC-06220",-26.2,NA,"Pottery Food Residue","intcal13",1
1154,135,3215,25,"PLD-4633",-26.1,0.13,"Pottery Food Residue","intcal13",1
1166,135,3050,45,"MTC-06384",-26.6,NA,"Wood","intcal13",1
1167,135,2980,40,"MTC-06385",-27.8,NA,"Wood","intcal13",1
1168,135,3935,40,"MTC-06386",-26.6,NA,"Wood","intcal13",1
1169,135,3975,35,"MTC-06391",-30.2,NA,"Wood","intcal13",1
1170,135,3745,35,"MTC-06392",-27.8,NA,"Wood","intcal13",1
1171,135,3630,40,"Beta-211229",-27.3,NA,"Pottery Food Residue","intcal13",1
1172,135,3060,40,"Beta-211440",-30.8,NA,"Lacquer","intcal13",1
1173,135,3870,60,"MTC-06717",-26.7,NA,"Pottery Food Residue","intcal13",1
1176,135,3725,40,"MTC-06722",-30,NA,"Wood","intcal13",1
1177,135,3420,30,"MTC-06723",-28.1,NA,"Wood","intcal13",1
1178,135,3640,30,"MTC-06725",-26.6,NA,"Wood","intcal13",1
1180,135,3405,30,"MTC-06727",-27.9,NA,"Wood","intcal13",1
1181,135,3620,50,"MTC-06728",-27.2,NA,"Wood","intcal13",1
1182,135,3600,30,"MTC-06729",-28.7,NA,"Wood","intcal13",1
1183,135,3375,35,"MTC-06730",-31.1,NA,"Wood","intcal13",1
1184,135,3485,30,"MTC-06731",-27.2,NA,"Wood","intcal13",1
1185,135,3610,25,"MTC-07156",-28,NA,"Wood","intcal13",1
1186,135,3395,30,"MTC-07157",-28,NA,"Wood","intcal13",1
1188,135,3420,30,"MTC-07159",-33.3,NA,"Others","intcal13",1
1189,135,3290,30,"MTC-07160",-30.4,NA,"Others","intcal13",1
1191,135,3090,30,"MTC-07162",-30.5,NA,"Wood","intcal13",1
1192,135,3810,30,"MTC-07163",-27.6,NA,"Seed/Nut","intcal13",1
1194,135,3580,40,"Beta-216226",-30.5,NA,"Wood","intcal13",1
1195,135,3380,40,"Beta-216227",-29.7,NA,"Wood","intcal13",1
1198,135,3260,40,"Beta-216230",-30.7,NA,"Others","intcal13",1
1199,135,3760,40,"Beta-216231",-27.6,NA,"Seed/Nut","intcal13",1
1200,135,3050,40,"Beta-216232",-28.2,NA,"Wood","intcal13",1
1201,135,3800,40,"Beta-216233",-28.2,NA,"Seed/Nut","intcal13",1
1202,135,3155,35,"MTC-07436",-27.2,NA,"Seed/Nut","intcal13",1
1204,136,3060,30,"PLD-4095",-26.26,0.17,"Seed/Nut","intcal13",1
1318,216,3730,50,"Tka-14724",-26.7,NA,"Charred Remain","intcal13",1
1323,216,3585,50,"Tka-14831",-30.3,NA,"Charred Remain","intcal13",1
1325,216,3620,60,"Tka-14832",-27.2,NA,"Charred Remain","intcal13",1
1329,216,3615,40,"Tka-14833",-30.6,NA,"Charred Remain","intcal13",1
1331,216,3640,50,"Tka-14834",-31.3,NA,"Charred Remain","intcal13",1
1337,218,2520,40,"IAAA-90325",-30.64,NA,"Wood","intcal13",1
1338,219,3801,21,"IAAA-130769",-28.58,0.16,"Wood","intcal13",2
1340,220,3076,18,"IAAA-122407",-26.98,0.21,"Wood","intcal13",2
1344,222,3952,20,"IAAA-122410",-27.48,0.21,"Wood","intcal13",2
1356,224,3346,18,"IAAA-111985",-27.71,0.27,"Wood","intcal13",2
1360,225,3842,19,"IAAA-111973",-28.49,0.26,"Wood","intcal13",2
1362,225,3942,19,"IAAA-111975",-26.96,0.27,"Wood","intcal13",2
1366,226,4729,40,"IAAA-31938",-26.81,0.88,"Seed/Nut","intcal13",2
1368,227,4141,35,"IAAA-71841",-26.46,0.67,"Wood","intcal13",2
1379,228,3879,31,"IAAA-90464",-28.78,0.23,"Wood","intcal13",2
1380,228,3914,32,"IAAA-90465",-32.15,0.2,"Wood","intcal13",2
1381,228,3888,30,"IAAA-90466",-26.81,0.22,"Wood","intcal13",2
1383,229,4018,32,"IAAA-82246",-26.55,0.62,"Seed/Nut","intcal13",2
1384,229,4625,32,"IAAA-82247",-27.17,0.48,"Wood","intcal13",2
1385,229,3286,31,"IAAA-82248",-27.93,0.45,"Wood","intcal13",2
1386,229,2862,31,"IAAA-90482",-28.62,0.24,"Seed/Nut","intcal13",2
1387,229,3513,30,"IAAA-90484",-28.55,0.25,"Wood","intcal13",2
1388,229,4729,29,"IAAA-90485",-28.48,0.22,"Wood","intcal13",2
1389,229,4622,31,"IAAA-90486",-31.14,0.26,"Wood","intcal13",2
1390,229,4624,31,"IAAA-90487",-31.4,0.25,"Wood","intcal13",2
1391,229,4763,30,"IAAA-90488",-27.69,0.21,"Wood","intcal13",2
1405,233,5114,20,"IAAA-101065",-27.02,0.24,"Charred Remain","intcal13",2
1407,235,2969,19,"IAAA-92219",-27.36,0.23,"Wood","intcal13",2
1408,235,4171,20,"IAAA-92220",-28.66,0.2,"Wood","intcal13",2
1409,235,2505,18,"IAAA-92221",-26.58,0.22,"Wood","intcal13",2
1413,234,3416,18,"IAAA-101012",-28.53,0.23,"Pottery Food Residue","intcal13",2
1414,234,3108,17,"IAAA-101013",-26.3,0.24,"Pottery Food Residue","intcal13",2
1415,9,3976,21,"IAAA-92287",-30.34,0.25,"Charred Remain","intcal13",2
1416,9,3822,21,"IAAA-92288",-30.06,0.21,"Charred Remain","intcal13",2
1418,9,4026,22,"IAAA-92290",-27.54,0.27,"Charred Remain","intcal13",2
1419,9,4053,22,"IAAA-92291",-28.31,0.19,"Charred Remain","intcal13",2
1422,9,3943,19,"IAAA-101039",-28.38,0.25,"Wood","intcal13",2
1425,72,4068,33,"IAAA-82241",-27.17,0.61,"Wood","intcal13",2
1428,72,4871,33,"IAAA-90480",-29.15,0.24,"Wood","intcal13",2
1437,236,5734,27,"PLD-17507",-27.58,0.16,"Charred Remain","intcal13",2
1439,237,3683,23,"PLD-17517",-26.34,0.23,"Charred Remain","intcal13",2
1440,238,4358,21,"PLD-17518",-29.36,0.11,"Charred Remain","intcal13",2
1441,238,4397,22,"PLD-17519",-27.49,0.13,"Charred Remain","intcal13",2
1443,239,3501,23,"PLD-17510",-27.51,0.16,"Charred Remain","intcal13",2
1444,239,3544,23,"PLD-17511",-26.12,0.16,"Charred Remain","intcal13",2
1445,239,3549,24,"PLD-17512",-27.04,0.14,"Charred Remain","intcal13",2
1446,239,3651,24,"PLD-17513",-26.75,0.16,"Charred Remain","intcal13",2
1448,240,4188,21,"IAAA-92225",-26.72,0.27,"Wood","intcal13",2
1452,240,2920,18,"IAAA-101011",-26.57,0.27,"Pottery Food Residue","intcal13",2
1456,263,3210,40,"IAAA-31224",-27.11,NA,"Charred Remain","intcal13",3
1458,263,2986,30,"NUTA2-5487",-29.1,1,"Lacquer","intcal13",3
1459,263,2970,30,"NUTA2-5488",-29,1,"Lacquer","intcal13",3
1460,263,2914,30,"NUTA2-5489",-28,1,"Lacquer","intcal13",3
1461,263,2921,31,"NUTA2-5490",-29,1,"Lacquer","intcal13",3
1462,263,3002,32,"NUTA2-5491",-28,1,"Lacquer","intcal13",3
1463,241,4350,50,"Beta-153947",-26.5,NA,"Charred Remain","intcal13",3
1464,241,3900,40,"Beta-153948",-26.3,NA,"Charred Remain","intcal13",3
1465,241,4380,50,"Beta-153949",-26.1,NA,"Charred Remain","intcal13",3
1467,241,3770,50,"Beta-153951",-26.1,NA,"Charred Remain","intcal13",3
1468,241,4350,50,"Beta-153952",-26.2,NA,"Charred Remain","intcal13",3
1469,241,4360,50,"Beta-153953",-26.3,NA,"Charred Remain","intcal13",3
1473,241,4480,30,"IAAA-10395",-27.79,1.04,"Charred Remain","intcal13",3
1474,242,3930,70,"Beta-125530",-26.7,NA,"Charred Remain","intcal13",3
1475,242,4420,70,"Beta-113586",-27.5,NA,"Charred Remain","intcal13",3
1476,242,4130,80,"Beta-113585",-28.2,NA,"Charred Remain","intcal13",3
1478,242,3570,160,"Beta-102372",-28.5,NA,"Organic","intcal13",3
1479,242,5020,140,"Beta-102371",-27.1,NA,"Charred Remain","intcal13",3
1480,242,4730,60,"Beta-113588",-26.5,NA,"Wood","intcal13",3
1484,242,3950,50,"Beta-171779",-27.2,NA,"Wood","intcal13",3
1485,242,3970,50,"Beta-154947",-28.2,NA,"Wood","intcal13",3
1486,242,4050,50,"Beta-154949",-26.9,NA,"Seed/Nut","intcal13",3
1488,242,4140,90,"Beta-171780",-29.8,NA,"Wood","intcal13",3
1490,242,4200,60,"Beta-102373",-29.5,NA,"Wood","intcal13",3
1491,242,4400,40,"Beta-172670",-28.2,NA,"Wood","intcal13",3
1492,242,4430,40,"Beta-172669",-27.4,NA,"Wood","intcal13",3
1493,242,5030,70,"Beta-141469",-28.3,NA,"Wood","intcal13",3
1496,275,2890,30,"PLD-3201",-28,NA,"Charred Remain","intcal13",3
1498,275,2940,45,"PLD-3203",-27.5,NA,"Charred Remain","intcal13",3
1499,275,2825,45,"PLD-3204",-27.4,NA,"Charred Remain","intcal13",3
1503,275,2610,35,"PLD-3208",-27.4,NA,"Seed/Nut","intcal13",3
1504,275,2720,45,"PLD-3209",-26.7,NA,"Seed/Nut","intcal13",3
1507,245,3830,40,"IAAA-41458",-27.6,0.84,"Wood","intcal13",3
1508,245,3830,40,"IAAA-41459",-27.44,0.81,"Wood","intcal13",3
1518,245,3710,40,"IAAA-41469",-26.83,0.68,"Wood","intcal13",3
1519,245,3810,40,"IAAA-41470",-27.01,0.69,"Wood","intcal13",3
1525,273,2430,40,"IAAA-51595",-31.95,0.85,"Wood","intcal13",3
1530,273,2490,40,"IAAA-51600",-26.84,0.88,"Wood","intcal13",3
1531,273,2450,40,"IAAA-51601",-32.23,0.84,"Charred Remain","intcal13",3
1543,273,2480,30,"IAAA-51972",-27.74,0.76,"Charred Remain","intcal13",3
1554,247,5350,40,"IAAA-51611",-26.91,0.85,"Charred Remain","intcal13",3
1558,247,5370,40,"IAAA-51615",-29.5,0.8,"Seed/Nut","intcal13",3
1560,247,5320,40,"IAAA-51617",-26.43,0.95,"Charred Remain","intcal13",3
1572,248,4070,25,"PLD-5471",-26.24,0.13,"Seed/Nut","intcal13",3
1573,248,4115,25,"PLD-5472",-27.53,0.11,"Seed/Nut","intcal13",3
1578,251,3370,60,"Beta-113923",-27.1,NA,"Charred Remain","intcal13",3
1581,251,3240,50,"Beta-113926",-28.3,NA,"Charred Remain","intcal13",3
1582,252,5080,40,"Beta-150485",-26.1,NA,"Seed/Nut","intcal13",3
1584,252,5080,40,"Beta-150487",-26.4,NA,"Charred Remain","intcal13",3
1585,252,5100,50,"Beta-150488",-29.9,NA,"Charred Remain","intcal13",3
1591,247,5305,30,"PLD-3415",-26.4,NA,"Seed/Nut","intcal13",3
1593,247,5355,30,"PLD-3417",-26.1,NA,"Seed/Nut","intcal13",3
1594,247,5335,30,"PLD-3418",-26.3,NA,"Seed/Nut","intcal13",3
1595,247,5415,30,"PLD-3419",-28.1,NA,"Seed/Nut","intcal13",3
1597,247,5340,30,"PLD-3421",-26.4,NA,"Seed/Nut","intcal13",3
1600,273,2460,40,"Beta-174544",-27.5,NA,"Seed/Nut","intcal13",3
1610,270,5810,40,"Beta-174522",-26.3,NA,"Charred Remain","intcal13",3
1614,272,4210,40,"Beta-186179",-26.6,NA,"Charred Remain","intcal13",3
1615,272,4060,40,"Beta-186180",-26.6,NA,"Charred Remain","intcal13",3
1617,272,4160,40,"Beta-186182",-26.4,NA,"Charred Remain","intcal13",3
1618,272,4320,40,"Beta-186183",-26.7,NA,"Charred Remain","intcal13",3
1622,243,3520,40,"Beta-174515",-28.8,NA,"Charred Remain","intcal13",3
1623,244,3660,40,"Beta-174516",-26.4,NA,"Charred Remain","intcal13",3
1624,268,3720,40,"Beta-174506",-27.7,NA,"Charred Remain","intcal13",3
1626,268,3800,40,"Beta-174509",-27.2,NA,"Charred Remain","intcal13",3
1628,268,3830,40,"Beta-174511",-26.1,NA,"Charred Remain","intcal13",3
1629,268,3800,40,"Beta-174512",-27,NA,"Charred Remain","intcal13",3
1631,268,3790,40,"Beta-174514",-28.3,NA,"Charred Remain","intcal13",3
1632,267,3430,40,"Beta-163041",-26.2,NA,"Charred Remain","intcal13",3
1633,267,3340,40,"Beta-163042",-27.1,NA,"Charred Remain","intcal13",3
1634,267,3340,40,"Beta-163043",-26.3,NA,"Charred Remain","intcal13",3
1635,267,3330,40,"Beta-163044",-27.4,NA,"Charred Remain","intcal13",3
1637,267,4430,40,"Beta-174472",-26.9,NA,"Charred Remain","intcal13",3
1638,267,4440,40,"Beta-174473",-26.5,NA,"Charred Remain","intcal13",3
1647,267,4520,40,"Beta-174482",-27.2,NA,"Charred Remain","intcal13",3
1648,267,3450,40,"Beta-174483",-26.6,NA,"Charred Remain","intcal13",3
1649,267,3350,40,"Beta-174484",-26.5,NA,"Charred Remain","intcal13",3
1653,251,3170,40,"Beta-150588",-26.9,NA,"Seed/Nut","intcal13",3
1654,251,3230,40,"Beta-150589",-27.8,NA,"Seed/Nut","intcal13",3
1655,251,3220,40,"Beta-150590",-26.8,NA,"Seed/Nut","intcal13",3
1658,251,3120,40,"Beta-150593",-26.1,NA,"Charred Remain","intcal13",3
1659,251,3150,40,"Beta-150594",-27,NA,"Charred Remain","intcal13",3
1660,251,3180,40,"Beta-150595",-26.9,NA,"Charred Remain","intcal13",3
1665,251,3340,70,"Beta-163068",-26.1,NA,"Pottery Food Residue","intcal13",3
1667,256,4000,40,"Beta-164718",-29.1,NA,"Organic","intcal13",3
1670,256,4030,40,"Beta-164715",-27.1,NA,"Organic","intcal13",3
1671,265,4460,40,"Beta-167410",-27.3,NA,"Charred Remain","intcal13",3
1673,265,4360,60,"Beta-167413",-26.2,NA,"Pottery Food Residue","intcal13",3
1677,263,3100,50,"Beta-155463",-29.3,NA,"Lacquer","intcal13",3
1679,263,2940,50,"Beta-155465",-29.9,NA,"Lacquer","intcal13",3
1680,263,3170,40,"Beta-155466",-29.6,NA,"Lacquer","intcal13",3
1682,263,3190,40,"Beta-155468",-30.1,NA,"Lacquer","intcal13",3
1683,263,2920,40,"IAAA-10396",-26.84,1.4,"Lacquer","intcal13",3
1684,262,2540,40,"Beta-150458",-28,NA,"Charred Remain","intcal13",3
1685,262,2470,60,"Beta-150459",-27,NA,"Charred Remain","intcal13",3
1688,260,3670,40,"IAAA-10570",-26.27,1.45,"Charred Remain","intcal13",3
1691,260,4150,40,"IAAA-10573",-31.26,1.17,"Charred Remain","intcal13",3
1693,260,4210,40,"IAAA-10575",-26.85,1.16,"Charred Remain","intcal13",3
1694,259,3680,40,"Beta-186259",-27.2,NA,"Charred Remain","intcal13",3
1701,257,4150,40,"Beta-186203",-27.9,NA,"Charred Remain","intcal13",3
1702,257,4200,40,"Beta-186204",-28.2,NA,"Charred Remain","intcal13",3
1703,257,4190,40,"Beta-186205",-26.1,NA,"Charred Remain","intcal13",3
1705,257,4070,40,"Beta-186208",-26.4,NA,"Charred Remain","intcal13",3
1718,256,4210,40,"Beta-150475",-28,NA,"Charred Remain","intcal13",3
1719,256,4150,50,"Beta-150476",-27.6,NA,"Charred Remain","intcal13",3
1726,255,4620,30,"IAAA-111487",-27.87,0.55,"Charred Remain","intcal13",3
1727,253,4270,40,"Beta-150573",-27,NA,"Charred Remain","intcal13",3
1728,253,4410,40,"Beta-150574",-26.3,NA,"Charred Remain","intcal13",3
1729,253,4360,40,"Beta-150575",-28.1,NA,"Charred Remain","intcal13",3
1730,253,4370,40,"Beta-150576",-27.6,NA,"Charred Remain","intcal13",3
1802,251,3620,60,"Beta-99579",-27.1,NA,"Charred Remain","intcal13",3
1803,251,3510,60,"Beta-99580",-26.3,NA,"Charred Remain","intcal13",3
1804,251,3810,60,"Beta-99581",-26.7,NA,"Charred Remain","intcal13",3
1821,284,6870,90,"Beta-112925",-26.8,NA,"Charred Remain","intcal13",3
1823,284,6910,60,"Beta-111127",-27.5,NA,"Charred Remain","intcal13",3
1824,284,4150,50,"Beta-110228",-27.4,NA,"Charred Remain","intcal13",3
1825,284,6910,50,"Beta-109329",-26.1,NA,"Charred Remain","intcal13",3
1829,298,3000,80,"Beta-114523",-29,NA,"Charred Remain","intcal13",3
1830,298,3450,60,"Beta-114524",-29.3,NA,"Charred Remain","intcal13",3
1837,285,4470,50,"Beta-112923",-27.7,NA,"Wood","intcal13",3
1838,285,3040,50,"Beta-112924",-26.6,NA,"Charred Remain","intcal13",3
1868,303,4700,40,"Beta-138358",-26.5,NA,"Charred Remain","intcal13",3
1870,303,4570,40,"Beta-138360",-26.1,NA,"Charred Remain","intcal13",3
1875,273,2470,60,"Beta-138134",-26.8,NA,"Charred Remain","intcal13",3
1886,273,2540,60,"Beta-138145",-26.7,NA,"Charred Remain","intcal13",3
1888,273,2540,40,"Beta-138147",-29.1,NA,"Charred Remain","intcal13",3
1891,273,2510,40,"Beta-138150",-26.2,NA,"Charred Remain","intcal13",3
1894,304,4880,60,"Beta-126160",-26.8,NA,"Charred Remain","intcal13",3
1895,304,4530,70,"Beta-126161",-28.2,NA,"Charred Remain","intcal13",3
1896,251,3510,50,"Beta-113927",-26.9,NA,"Charred Remain","intcal13",3
1897,251,3260,50,"Beta-113928",-28.9,NA,"Charred Remain","intcal13",3
1898,251,3190,40,"Beta-113930",-27.1,NA,"Charred Remain","intcal13",3
1899,251,3280,40,"Beta-113932",-26.9,NA,"Charred Remain","intcal13",3
1903,251,4120,40,"Beta-113937",-26.8,NA,"Charred Remain","intcal13",3
1906,251,3220,40,"Beta-113944",-27.2,NA,"Charred Remain","intcal13",3
1908,305,7280,70,"Beta-138161",-27.2,NA,"Wood","intcal13",3
1912,306,4290,40,"Beta-150578",-27.9,NA,"Charred Remain","intcal13",3
1914,306,4320,40,"Beta-150580",-26.3,NA,"Charred Remain","intcal13",3
